"prey","noise","noise.obs","sp.obs","beta","low95","low75","high75","high95","site"
199.068965517241,39.5437010064286,55.93704508,42.0892228596357,71.341837231118,15.0679161404331,39.4341700403579,101.351635640014,122.112523876264,"be201"
199.068965517241,41.0674879342857,56.10110296,114.606994436392,70.3884158459992,14.5485630672682,38.572927153431,100.37518661771,121.380704456058,"be211"
199.068965517241,42.5912748621429,54.75406244,75.6690188754914,69.4495844250394,13.1465076755478,37.7052824107806,99.2669042703543,120.199192109506,"be221"
199.068965517241,44.11506179,57.95421413,73.0961275957871,68.3509691336311,12.7029803655475,36.8004135179419,98.2213408723794,118.981821405576,"be231"
199.068965517241,45.6388487178571,55.44684048,83.8031367373695,67.4305456035097,11.2959764133593,35.9143884504554,97.2682612101061,118.127642782142,"be241"
199.068965517241,47.1626356457143,61.89823691,72.6147370450266,65.9385733543152,9.51997919248223,34.7604808405067,96.7126678676541,117.005801475669,"be251"
199.068965517241,48.6864225735714,55.76390495,87.3847723303344,65.3139109900111,9.80575715980233,33.7734155337186,95.1858835028837,116.237248610257,"be261"
199.068965517241,50.2102095014286,58.71132952,91.4812775394335,64.0482746017646,8.93486342772715,32.6616698793448,94.2125465154408,115.322197647195,"be271"
199.068965517241,51.7339964292857,47.81166132,69.7940586280103,63.2626841064955,7.0264834148214,31.5793655881575,93.4338973828904,114.5549179767,"be281"
199.068965517241,53.2577833571429,55.97481527,64.6825508609248,62.2955709427977,5.79730704153118,30.7797845742879,92.4279585860537,113.521036694173,"be291"
199.068965517241,54.781570285,34.29763251,86.6994755330013,61.239332094322,5.31497786572701,29.3810514775825,91.1853537983487,112.540522010992,"be31"
199.068965517241,56.3053572128571,50.23587216,41.883222309447,59.9737041725495,3.88716737090126,28.6070175659047,90.3037017166181,111.324465198653,"be301"
199.068965517241,57.8291441407143,40.46670322,139.117779889373,59.0060994252711,2.8750303353112,27.1782213356563,89.2373354087892,110.651627645253,"be41"
199.068965517241,59.3529310685714,64.45059606,63.9065928225897,58.0135871098271,1.33077938059371,25.9613345015236,88.3854077609313,109.583447663376,"be51"
199.068965517241,60.8767179964286,57.41307161,49.8981685569708,57.2265219422884,0.20975171854765,25.047149334823,87.4160628670675,108.996890527791,"be61"
199.068965517241,62.4005049242857,54.41609878,134.032147963155,56.1248863718654,-0.762362530986096,24.0478316804678,86.8510743513617,108.118813581811,"be71"
199.068965517241,63.9242918521429,60.4470315,67.3112250518556,54.987836820611,-2.37464412578852,22.8138166030869,85.8023927501337,108.033945305272,"be81"
199.068965517241,65.44807878,38.10811377,95.0979757675994,54.3240228655229,-3.41983057528478,21.7297610580378,85.2389210578958,106.871128502792,"be91"
365,22.7820448,52.66810537,92.8430287011874,151.808853621985,86.6118953441439,115.127588640257,186.967288817011,211.412654635097,"be102"
365,24.3058317278571,61.36623707,134.910624286191,148.710113675667,85.0230818005096,112.471625374463,182.944047288994,207.510029896887,"be112"
365,25.8296186557143,53.33908051,75.4781700196089,145.2410376305,82.2974408101024,109.427729071487,179.203026257325,203.041584643498,"be122"
365,27.3534055835714,22.7820448,113.027060432772,141.708503504887,79.4763013908122,106.639927846916,174.914908734453,198.022280723093,"be132"
365,28.8771925114286,35.69318226,128.436605300249,138.131407841886,77.6561505083785,103.498074455233,171.549757798759,194.720513811807,"be142"
365,30.4009794392857,62.04908789,51.1172315687977,134.890953425191,72.9387235470287,100.052602985012,167.660008914309,190.747892634172,"be152"
365,31.9247663671429,65.44807878,91.3273946512333,131.614773278482,69.9811271487165,96.9495550015312,164.456905317819,187.68110812368,"be162"
365,33.448553295,53.02830912,62.8114200607866,128.224951140391,66.9841037415511,93.1077819973359,160.948793443849,183.945711558808,"be172"
365,34.9723402228571,60.28212414,129.251645902354,124.347166168092,62.7564637477801,89.6969674752193,157.634551824306,180.912881410675,"be182"
365,36.4961271507143,60.96691113,116.221265229209,121.134553923266,59.0313547874914,85.7616535944157,154.460356265965,177.890752551234,"be192"
365,38.0199140785714,43.26008627,136.288295944185,117.403176365084,54.586435021605,81.927495948315,151.676782979034,175.748545896806,"be212"
365,39.5437010064286,55.93704508,42.0892228596357,114.268418795802,51.0695995977551,77.9362108466869,148.803044218688,173.04516687391,"be202"
365,41.0674879342857,56.10110296,114.606994436392,110.646714183994,46.7535538460384,74.0345595251898,146.095505762218,171.154205852587,"be213"
365,42.5912748621429,54.75406244,75.6690188754914,107.473710719817,41.4944894322877,69.7816224399833,143.336794520835,169.056995718687,"be222"
365,44.11506179,57.95421413,73.0961275957871,104.081405805225,37.8353548436136,65.8687642034275,141.105403096836,167.312024637967,"be232"
365,45.6388487178571,55.44684048,83.8031367373695,100.192847060769,31.8368060822554,61.2268020827273,138.350168207623,165.698700631698,"be242"
365,47.1626356457143,61.89823691,72.6147370450266,96.8342445486998,27.5388381470174,56.7443455199873,136.025700548545,163.19633239705,"be252"
365,48.6864225735714,55.76390495,87.3847723303344,93.2133766884184,21.7277135182199,51.7351713463523,133.612078679881,162.467757854886,"be262"
365,50.2102095014286,58.71132952,91.4812775394335,89.9082480441556,16.7971842900704,47.1291928006369,131.459852664342,159.985281640619,"be272"
365,51.7339964292857,47.81166132,69.7940586280103,86.5795478756804,10.4758160416701,43.1428678474528,129.789073635237,158.867062297611,"be282"
365,53.2577833571429,55.97481527,64.6825508609248,83.1691787587525,5.37311171656538,37.9104642988164,126.948712027776,157.753435261686,"be292"
365,54.781570285,34.29763251,86.6994755330013,79.3988695504968,-1.0217180116375,33.3409481002376,125.017000038475,157.285602291527,"be32"
365,56.3053572128571,50.23587216,41.883222309447,75.9729177277573,-6.70101958136024,28.2849392330106,122.812884859298,155.285237365615,"be302"
365,57.8291441407143,40.46670322,139.117779889373,72.633792271152,-12.4345216107117,23.1542520278701,121.020197309509,154.719496125003,"be42"
365,59.3529310685714,64.45059606,63.9065928225897,69.2430338865667,-18.2056731259312,18.592122055714,119.222043193485,153.362034131626,"be52"
365,60.8767179964286,57.41307161,49.8981685569708,65.8660226705822,-23.6049921958637,13.0645940084595,117.042923136231,153.631530164646,"be62"
365,62.4005049242857,54.41609878,134.032147963155,62.2084274768804,-29.8557636334625,8.66385656379716,115.389246154124,152.251013963716,"be72"
365,63.9242918521429,60.4470315,67.3112250518556,59.0133561639108,-36.9950312207284,3.25233874428134,113.97006552928,151.234383831584,"be82"
365,65.44807878,38.10811377,95.0979757675994,55.8215116959397,-41.8363711331872,-1.39231184638369,111.932879599241,151.836624918699,"be92"
