"prey","pop","pop.obs","sp.obs","beta","low95","low75","high75","high95","site"
199.068965517241,113.777328932143,121.8939759,42.0892228596357,53.8389945472056,-4.06791604728183,21.2711621350956,85.5244732065535,108.193015595349,"be201"
199.068965517241,124.120722471429,15.69085227,114.606994436392,51.8299912373639,-6.99704420435136,18.6598135188247,84.1529796529169,106.861898793065,"be211"
199.068965517241,134.464116010714,172.3346086,75.6690188754914,49.7371701874768,-9.52117951205929,15.9277449398917,82.5362647926698,105.786636585582,"be221"
199.068965517241,144.80750955,289.6150191,73.0961275957871,47.9000283673394,-12.6136049443387,13.3237639049304,80.8626156570586,103.892807068334,"be231"
199.068965517241,155.150903089286,159.898215,83.8031367373695,45.5163239443271,-14.9215339118997,10.6607941720966,79.476347156418,104.06862580514,"be241"
199.068965517241,165.494296628571,65.50569693,72.6147370450266,43.840183803198,-17.8567866696231,8.277993113711,78.1270560667245,102.733148093484,"be251"
199.068965517241,175.837690167857,118.7306483,87.3847723303344,41.6527947686693,-20.8894914289689,5.72329986155805,76.9263062583968,101.815998135384,"be261"
199.068965517241,186.181083707143,61.23989264,91.4812775394335,39.8032040810478,-24.8854470587268,2.97356464193037,75.5669108792202,101.183717546176,"be271"
199.068965517241,196.524477246429,0.081606671,69.7940586280103,37.8714608610814,-28.3420418362354,-0.410428761049034,74.787567713271,100.829964124072,"be281"
199.068965517241,206.867870785714,53.72525385,64.6825508609248,35.1985274353484,-30.9765026005338,-3.03433798633866,73.1544444809352,99.2781475383054,"be291"
199.068965517241,217.211264325,3.397385456,86.6994755330013,33.7943892776902,-34.9191259358825,-5.95462501280681,72.5430532583176,99.6813953260743,"be31"
199.068965517241,227.554657864286,36.3515589,41.883222309447,31.6787520893788,-37.895794972381,-8.86443159516771,71.1346826670222,99.0316811126292,"be301"
199.068965517241,237.898051403571,10.48965444,139.117779889373,29.579321563429,-41.5861202613281,-11.5253349066468,70.0907123372053,98.5800248607832,"be41"
199.068965517241,248.241444942857,138.5031292,63.9065928225897,27.8068634788129,-44.3777234599528,-14.2363892938198,69.4410191592486,98.7951698810498,"be51"
199.068965517241,258.584838482143,95.89662741,49.8981685569708,25.2890066035012,-48.4495626291689,-16.9384643430934,67.4656336211064,97.2863745862831,"be61"
199.068965517241,268.928232021429,202.9983087,134.032147963155,23.26678104661,-52.1728569329138,-20.1970818306866,66.4541281826876,97.2391419786786,"be71"
199.068965517241,279.271625560714,59.8440229,67.3112250518556,21.7216312061099,-56.0804829195111,-22.9085319704923,66.0771150639362,97.2517745199319,"be81"
199.068965517241,289.6150191,0.046996208,95.0979757675994,19.6381403066933,-58.6727514310249,-25.8935758304569,64.6567794409673,96.8236289625157,"be91"
365,0,240.2320426,92.8430287011874,117.364332394966,53.5150183313797,80.8537655132117,151.570333477515,176.008952751467,"be102"
365,10.3433935392857,41.95172087,134.910624286191,112.170645526793,50.3323113098854,76.9957315857097,146.029841990641,169.299223613345,"be112"
365,20.6867870785714,64.46639329,75.4781700196089,107.469742672197,45.3060297518734,71.9474635154311,140.906800324734,164.540465864435,"be122"
365,31.0301806178571,0.261762929,113.027060432772,102.443863046875,38.6711614113781,65.90025302276,137.291119325325,161.640838762729,"be132"
365,41.3735741571429,0.164031726,128.436605300249,97.4264685144583,31.0111699323705,59.7626993041349,133.93686862339,159.753651277437,"be142"
365,51.7169676964286,0.279482723,51.1172315687977,92.2665552761292,22.1673890764326,52.38574649976,131.46137133962,159.084029345261,"be152"
365,62.0603612357143,17.20737698,91.3273946512333,87.2023258803863,13.3390749777287,44.893751039635,129.106786549956,157.90763919086,"be162"
365,72.403754775,0,62.8114200607866,82.7247601321765,4.59630290679699,37.2007429022148,127.503372407591,158.402899843876,"be172"
365,82.7471483142857,13.21794459,129.251645902354,77.8862664914437,-6.19059768229702,28.8360493003184,126.493501994329,160.710170448859,"be182"
365,93.0905418535714,26.94841775,116.221265229209,72.7375331534514,-18.0474535019896,19.9138055509963,125.004660613375,161.815025852922,"be192"
365,103.433935392857,0,136.288295944185,67.7854270475928,-29.4602591433958,11.3244632077147,124.000431111864,162.817594394528,"be212"
365,113.777328932143,121.8939759,42.0892228596357,63.218918817685,-41.3626449205879,1.9802639767871,123.567372343416,166.026095354613,"be202"
365,124.120722471429,15.69085227,114.606994436392,57.9374381514224,-52.5729616446632,-6.15617338682164,123.002851360033,168.686788034995,"be213"
365,134.464116010714,172.3346086,75.6690188754914,53.4502148257606,-65.2655531075124,-16.0364555436764,122.465999659493,170.451529826088,"be222"
365,144.80750955,289.6150191,73.0961275957871,48.7306268328979,-77.3102545993899,-25.069612844072,121.806178067549,172.687309518968,"be232"
365,155.150903089286,159.898215,83.8031367373695,43.4465937684051,-89.9150783043516,-34.6854595760188,122.196075119447,176.54942898009,"be242"
365,165.494296628571,65.50569693,72.6147370450266,38.7613150926339,-101.884143707073,-44.042107173863,121.480693617958,178.418589342521,"be252"
365,175.837690167857,118.7306483,87.3847723303344,33.9245164264179,-115.579277006228,-53.4532174025681,121.339788068546,181.623207779076,"be262"
365,186.181083707143,61.23989264,91.4812775394335,28.8409523248598,-127.787149003501,-63.0739629867007,121.032239919929,185.315899257867,"be272"
365,196.524477246429,0.081606671,69.7940586280103,23.9619591437819,-141.338981532109,-71.94611280442,121.209125919822,189.918537671514,"be282"
365,206.867870785714,53.72525385,64.6825508609248,18.5713206034322,-153.177117975432,-81.8430084565263,120.968445851162,192.248470758159,"be292"
365,217.211264325,3.397385456,86.6994755330013,14.3504901141714,-167.92431849671,-91.7141817894812,121.420540538489,194.334449518722,"be32"
365,227.554657864286,36.3515589,41.883222309447,8.9893868332438,-180.785162420119,-101.359086563703,120.75972244891,197.286956137421,"be302"
365,237.898051403571,10.48965444,139.117779889373,4.18137392732003,-192.245241818327,-110.759590388764,120.840303465981,202.002993358011,"be42"
365,248.241444942857,138.5031292,63.9065928225897,-0.423245247276406,-206.169747198056,-120.348021132448,120.468032635529,205.045543534317,"be52"
365,258.584838482143,95.89662741,49.8981685569708,-5.38603624451125,-218.931968100249,-129.391569508815,122.156741594164,208.658781888867,"be62"
365,268.928232021429,202.9983087,134.032147963155,-10.2480878081355,-233.693913246871,-140.054037277351,122.101520151394,212.036628260405,"be72"
365,279.271625560714,59.8440229,67.3112250518556,-15.1589411840685,-246.857878624118,-148.821700610142,121.61216296324,215.063590506299,"be82"
365,289.6150191,0.046996208,95.0979757675994,-20.0638671863403,-260.186416962338,-159.90504856162,120.93257400444,220.114158497251,"be92"
