"","Point est.","Upper C.I."
"G[(Intercept) (C1), tr1 (T1)]",1.05537455323926,1.18219587898867
"G[imperv.100m (C2), tr1 (T1)]",1.10235679420209,1.32178809431393
"G[dist.water.100m (C3), tr1 (T1)]",1.00745024815341,1.02383824949689
"G[temp.100m (C4), tr1 (T1)]",1.04645915217627,1.15572439126115
