"","x"
"G[(Intercept) (C1), tr1 (T1)]",1439.02648892498
"G[imperv.100m (C2), tr1 (T1)]",835.242289958588
"G[dist.water.100m (C3), tr1 (T1)]",2062.7065652538
"G[temp.100m (C4), tr1 (T1)]",1280.27323345355
