"mean","sd","2.5%","50%","97.5%","Rhat"
2.77524045939504,0.896659274835532,0.999982266909014,2.77499336329122,4.52015386539231,1.04
-0.000789859507814998,0.0074440266005808,-0.0153817226055432,-0.000777364292250327,0.0139279954981275,1.07
-5.64371092816884e-05,0.000315265649355068,-0.000686346473501332,-5.31560259491546e-05,0.000548681348226483,1.01
0.00150762588970893,0.0297624281524875,-0.0572461595445532,0.00163919452110013,0.0597269233025816,1.06
-2.00103975853699,1.91557875396686,-6.03210599697602,-1.92413083534175,1.51660221492673,1.09
-0.0178597100202072,0.0169816297007795,-0.054185714417415,-0.0168777664369323,0.0130017109712509,1.01
-0.000182279616062618,0.000679292409532741,-0.00153619571329642,-0.000174957738914805,0.00112806621953151,1.01
-0.00125371479785114,0.0659546135759366,-0.125678834745256,-0.00338106139054632,0.132914187073678,1.05
-4.28746200219151,2.32010130775941,-9.19335714905596,-4.18476076554434,-0.0511120884400935,1
-0.0199528554722126,0.017490781867747,-0.0568704262949982,-0.0192372775475225,0.0122702013370343,1.02
-0.00150009563838525,0.000790591232901273,-0.00313299379292611,-0.00147570619287946,-9.47695806491609e-06,1.02
0.0850374211851753,0.079172427418283,-0.0593989512522646,0.0805802769356396,0.255014718960138,1.01
-0.926204284203129,1.72066625256157,-4.46976751100555,-0.861787037741593,2.28688468696574,1.02
-0.0223746929490015,0.0140277061975836,-0.0513286261223397,-0.0219451687921036,0.00380628202339496,1.12
-0.000256637639378288,0.000560232610548419,-0.00138068861472376,-0.000246683251736301,0.000814893315013061,1.04
-0.000513440857033776,0.059733663825167,-0.114814758694535,-0.0019133156324475,0.120024709138123,1
0.731234524288038,1.73151918756497,-2.76150915103303,0.75088463042924,4.03328983743041,1.23
-0.000156205729912835,0.0108590471790844,-0.0225719721325583,0.000188639777163044,0.0207031335488259,1.13
-0.000776543107579533,0.000518730974539732,-0.00182107612958413,-0.000773584660487765,0.000254772965265375,1.12
0.0256763113406889,0.0579162535696889,-0.0858329565390403,0.0253969035927153,0.140649330341465,1.2
0.0419850071461724,1.12348180118961,-2.25715146458504,0.0635119378059815,2.19636195251425,1.09
-0.0165982927813328,0.0115863102710621,-0.0397582448814289,-0.0164652850488725,0.00596588453702725,1.25
0.00126858542481074,0.000401534313394134,0.00046382669369429,0.00127534670855259,0.00203342608743319,1.18
-0.00289428989801508,0.0406648355582403,-0.0803724330513286,-0.00354581534478342,0.0797572592843937,1.24
-3.52323159080963,2.37194308251892,-8.37057438541377,-3.46702985056056,1.01547880685547,1.04
-0.0305148088567437,0.0253448643183976,-0.0878937023016984,-0.0278727795773185,0.011650109699382,1.48
-0.000204696582785909,0.000745039807478234,-0.00169115549060101,-0.000197731687137249,0.00125070339373624,1.03
0.0352789740186313,0.0775512000171746,-0.117998972998946,0.0353385760775456,0.189646462637191,1.08
-1.84910834739195,1.81628244795995,-5.64545540947698,-1.76700543276903,1.47082142211728,1.01
-0.0365660756854422,0.0159110191866922,-0.0709810392278467,-0.0355356141345723,-0.00842824478361679,1.01
-0.000300142038847112,0.000484445769577743,-0.00128282169691207,-0.000289393625518075,0.000635227341170304,1
0.0477646493636608,0.0637383962183598,-0.0697002710891359,0.045442834603942,0.18000222866355,1.01
-3.57134452095101,1.97703837537769,-7.73143253645471,-3.48069333043211,0.0513155881890495,1
-0.0199268571286314,0.015197810124359,-0.0516864118932221,-0.0191898974428627,0.00784130907094403,1
-0.000377399094276037,0.000575372643099689,-0.0015333026673798,-0.000375594399593673,0.000733345572238052,1.02
0.0860461544018786,0.068759451259943,-0.0408584809465057,0.0834106947039209,0.229896459310507,1
-0.610285646296744,0.957162505155539,-2.51312751482712,-0.616935973096379,1.27186983538562,1.1
-0.0186214401862262,0.0114253009910092,-0.0432313556363026,-0.0177491743305642,0.00156201038305213,1.18
-6.50199169899932e-06,0.000256727471714957,-0.000516550387423196,-3.09726051924637e-06,0.000491314876818246,1.02
0.0547359806828802,0.0340971439572551,-0.0126800259366602,0.0550796002117383,0.121613574590331,1.19
-2.76726349837938,2.0050393413821,-6.97850631982536,-2.67435555675522,0.930638378344997,1
-0.0246451923256207,0.016573689241895,-0.0596493248202551,-0.0238262997346763,0.0057447457177839,1
-0.000582749864220898,0.000664948780620691,-0.00192064682581961,-0.000568523930429107,0.00070080021681388,1.01
0.0401730176607719,0.0694533025014748,-0.0877929281522299,0.0368323994110358,0.185853530016362,1
-5.72674293101722,2.54750855526957,-11.2643595709158,-5.55016333843786,-1.22038907901498,1.09
-0.0221484487624919,0.0170058161349096,-0.055397005529062,-0.0223298269588451,0.0115779195911042,1.32
0.000507116495018162,0.000659075347448042,-0.000815562096781234,0.000518894773297942,0.00176452179326678,1.07
0.141107878701273,0.0832251776385952,-0.00880274769806236,0.136591212519707,0.31653005052421,1.05
1.79974014906001,0.905560748666251,0.00342314345688881,1.8116407418431,3.55886736967553,1.01
-0.0223103329650749,0.0101213417122546,-0.0441656957480367,-0.0214037367386838,-0.0047067182264618,1.49
0.000502333184550971,0.000316787268587656,-0.000129355748950448,0.000503976372650538,0.00111575017912064,1.07
-0.0348551039609255,0.0300511536947997,-0.0939423832037315,-0.0350026324223046,0.0248944698967422,1.02
-4.54996777942622,1.67383999060278,-8.24793953619731,-4.42180570063348,-1.65375487283107,1.02
-0.0328088169468191,0.0121469924827692,-0.0582238184527416,-0.0321372420738401,-0.0108204756527672,1.02
0.000198917090356784,0.000250707958460121,-0.000291693464635232,0.000199361839666116,0.000691199056353488,1.05
0.188560811671932,0.0576416404162206,0.0886851183068134,0.18422585264345,0.315709053352725,1.01
-3.32108593395627,1.768502397786,-7.11049523964388,-3.22109037973291,-0.116720048793124,1.05
-0.0142795897002079,0.0127384115405718,-0.0396968957421443,-0.0141385156303385,0.0104738670665305,1.04
0.00114703094901166,0.000442782261980273,0.000262387068682198,0.00115236668596494,0.00201014009124528,1.1
0.0722437375153911,0.0607297745852139,-0.0382049434786185,0.069271767445927,0.200817761844123,1.05
-4.66218861348811,2.42234336390519,-9.77713204271966,-4.52884001050822,-0.280599260239607,1.01
-0.0313788191318675,0.0187849600654079,-0.0718012399397388,-0.0303500417231831,0.00293390545302985,1.02
0.00145704627207186,0.000706307320765615,0.000109241535041633,0.0014419809181245,0.00286466828022982,1.01
0.0446044292806864,0.0829225392004435,-0.110338302966481,0.0416158312332864,0.218818368306241,1.01
-2.16377089088491,1.81806534884022,-5.87817564044344,-2.09685787462882,1.21894650848405,1
-0.0281701717919241,0.0176467937776922,-0.0661905011044724,-0.0269904766944814,0.00315168161241851,1.01
0.000487407916096242,0.000585742826799012,-0.000670325255288552,0.000485800918525933,0.00164225971360979,1
