"","pop_1km","distance_water","impervious_surface","light","noise","open_green","temp_cooldown","temp_day","temp_night","tree_cover"
"Nh_02",268.919860839844,865.485961914062,13.3394374847412,155.26628112793,63.1014938354492,0.18524344265461,-0.696455240249634,27.2634410858154,16.365198135376,51.5880546569824
"Nh_04",0.0915388092398643,766.178466796875,1.37020683288574,196.128173828125,52.6516799926758,0.0558849684894085,-0.801138043403625,27.9479084014893,16.7916145324707,72.5743408203125
"Nh_05",0.0105829890817404,929.319274902344,10.9990501403809,253.432525634766,51.8912162780762,0.854708850383759,-0.919615566730499,30.5386657714844,13.8465785980225,0.852358996868134
"Nh_10",1631.01696777344,1166.90637207031,58.960823059082,254.413467407227,56.2291679382324,0.300889372825623,-0.690319120883942,28.7399730682373,15.2014989852905,6.38339281082153
"Nh_11",292.556304931641,827.511169433594,11.1618938446045,206.636611938477,65.3481903076172,0.754091262817383,-0.801691651344299,28.3332824707031,13.8118572235107,8.81848335266113
"Nh_51",18.8089733123779,609.772521972656,7.91017961502075,210.408843994141,50.6877212524414,0.11147715896368,-0.799773156642914,28.3359527587891,16.3052062988281,59.2481880187988
"Nl_03",1544.01953125,780.901428222656,19.0741806030273,209.504699707031,42.4092636108398,0.520099282264709,-0.629338681697845,23.1149826049805,11.49924659729,19.3187427520752
"Nl_05",7486.49267578125,239.166259765625,51.7742767333984,253.956665039062,59.7235069274902,0.0586462989449501,-0.63804304599762,25.7810401916504,14.3179636001587,35.9370002746582
"Nl_14",12727.4150390625,954.198425292969,76.1393814086914,255,56.6311645507812,0.101332969963551,-0.494978845119476,24.3438091278076,14.383768081665,8.62530517578125
"Nl_16",560.8076171875,1352.69641113281,16.5610542297363,248.734848022461,66.5167465209961,0.678998172283173,-0.829573273658752,29.0537376403809,13.794994354248,9.63193130493164
"Nl_200",11725.0732421875,535.070617675781,73.3170394897461,255,58.0155410766602,0.114014491438866,-0.508242964744568,24.4940643310547,14.3706960678101,11.5088376998901
"Nl_205",3386.55932617188,451.054321289062,28.2824249267578,254.587997436523,59.4350051879883,0.171878531575203,-0.58364862203598,23.1051769256592,13.5303554534912,38.1103057861328
"Nl_206",8552.6123046875,450.928161621094,43.8554267883301,253.221130371094,66.9495620727539,0.11537079513073,-0.598154544830322,24.8575839996338,14.3773441314697,36.1069297790527
"Nl_208",10016.1630859375,995.897705078125,62.0094871520996,253.921585083008,61.0314064025879,0.0450481921434402,-0.574648201465607,25.672513961792,14.8051023483276,25.5394153594971
"Nl_211",7185.84375,832.728637695312,50.2187652587891,253.695404052734,53.5772666931152,0.11752538383007,-0.613110363483429,26.6574192047119,15.7626066207886,31.3755569458008
"Nl_214",3961.57470703125,244.625869750977,69.7551116943359,253.940979003906,63.3191833496094,0.0121636055409908,-0.543033421039581,24.3951797485352,14.0900173187256,21.4239311218262
"Nl_55",3719.669921875,314.31494140625,37.6925354003906,253.67366027832,61.1413955688477,0.182091638445854,-0.64934253692627,25.9882907867432,14.8696355819702,35.9885520935059
"Nl_56",1976.15319824219,351.560180664062,59.6235313415527,255,62.1078605651855,0.184762507677078,-0.499596297740936,23.2134437561035,13.779203414917,16.158332824707
"Nm_02",0,726.277587890625,0.211707264184952,96.8932876586914,62.9760971069336,0.023976007476449,-0.762222230434418,26.8240871429443,16.7116985321045,78.0209732055664
"Nm_05",537.890441894531,239.306350708008,56.2395553588867,253.543640136719,64.3215179443359,0.15833292901516,-0.612683594226837,27.2041683197021,15.693995475769,18.9829006195068
"Nm_07",797.001953125,287.578979492188,44.6256904602051,255,62.1637001037598,0.221236184239388,-0.561422526836395,23.9760646820068,14.095739364624,24.6054039001465
"Nm_09",1927.00256347656,517.543029785156,43.4281845092773,254.469039916992,62.2656364440918,0.119532316923141,-0.665482521057129,26.6018657684326,14.8102674484253,41.5706367492676
"Nm_201",2986.68139648438,462.746795654297,72.0965805053711,255,67.8575744628906,0.0341470576822758,-0.447458654642105,21.5333194732666,12.590539932251,17.5210056304932
"Nm_202",3478.64135742188,942.975524902344,20.8977832794189,253.265258789062,55.3543357849121,0.143497288227081,-0.613348722457886,23.9681015014648,14.1112804412842,40.1713714599609
"Oh_01",878.971435546875,1333.85180664062,12.8330936431885,250.873565673828,46.2611808776855,0.0832133144140244,-0.742087662220001,27.0868282318115,16.087381362915,59.2475433349609
"Oh_02",3462.00390625,841.262451171875,57.3589935302734,253.971237182617,55.870304107666,0.197849303483963,-0.622875809669495,26.8520641326904,14.6586351394653,19.8049983978271
