"","pop_2km","distance_water","impervious_surface","light","noise","open_green","temp_cooldown","temp_day","temp_night","tree_cover"
"Nh_02",-0.467527094680467,0.772760018561458,-0.59726521046304,-1.20869470042472,0.648828632359692,-0.32281317254513,-0.519308340256915,0.431133318973374,0.751533996329863,0.899182689355552
"Nh_04",-0.826621858183807,0.181784639453052,-0.939607820318337,-0.34775152307386,0.181718825992078,-0.423314277659084,-1.4760657649188,0.856193374907832,0.910758432103232,1.30722614251553
"Nh_05",-0.413376008845711,0.822031817504808,-0.111086119022265,0.819940806151942,0.245375982270552,2.96387211841795,-1.70433620717,1.49505752573817,0.0293941731952874,-1.6115629439798
"Nh_10",0.337830208114373,0.906469749201086,1.35032424447471,0.833191015919593,0.590278338764254,0.142720612356794,0.0229682928647407,0.39924756700757,-0.253953077839168,-1.30477977345873
"Nh_11",-0.654533761632573,0.7514817891693,-0.38470806963265,-0.00850145206357496,0.929573739873385,2.4894060869944,-1.59884852973536,1.15124479556763,-0.24152905631615,-0.927675789713883
"Nh_51",-0.826044121355821,-0.0810089396875723,-0.921561182797631,-0.0297727655649739,0.0259813057307364,-0.503700056292626,-1.42522770809572,0.863951970183843,0.936091598988512,1.33260872559512
"Nl_03",-0.475588093626759,0.0297481153090522,-0.397698986411058,-0.396303408648283,-1.40664271848366,1.34159240556644,1.00696458780462,-1.65995727717436,-2.15440194700629,-0.432262870655565
"Nl_05",0.889883728938744,-0.80377215438965,0.842948479176324,0.821678102860023,0.591337059190913,-0.374877189402745,-0.157923110039753,0.496154974921793,0.146018429273193,-0.330297537343142
"Nl_14",3.29679212547236,0.394992793835878,2.03085833906908,0.846359374607987,0.347776961662569,-0.618825820544065,1.46283689733042,-0.231920765190361,-0.0484764501085137,-1.51295207919202
"Nl_16",0.0830223865480347,1.8081715805894,-0.291213143977726,0.528704397014098,1.01419788710144,1.8440900222775,-1.1859388207479,0.968192885815994,-0.0428664780315053,-0.682661052973335
"Nl_200",2.30983872518611,-0.334787058780939,1.75424266438552,0.846359374607987,0.553823107823002,-0.508334739995258,1.23528912010525,-0.210019488920741,-0.091756773426596,-1.34063866209633
"Nl_205",0.209716910676163,0.168121994381653,0.29053986867656,0.819210791175685,0.388998979524809,-0.066827050326339,0.247806625379883,-0.0845068570733466,-0.10029252737808,-0.188788185406371
"Nl_206",2.22218974244422,-0.493827892780934,0.684858733313911,0.818569272015746,1.03110751016592,-0.170766936455525,0.33712769311382,-0.0688061195728968,-0.148821405512935,-0.408143839307698
"Nl_208",1.18174016629418,0.399592441865503,1.10643429284706,0.823914660948226,0.711661526430993,-0.500839269471786,0.174822949127114,0.469663829195909,0.313329394322906,-0.550819043232658
"Nl_211",1.35279839641069,0.212966738117795,0.88764909852495,0.819504065706899,0.179310618771584,-0.190973284187003,0.0512818253432801,0.52886638921912,0.419332349064421,-0.443182951213713
"Nl_214",0.388148781709981,-0.700445269710274,1.4099515499038,0.823059302068308,0.659187104659098,-0.40161893696175,0.526851973635018,0.203872303181098,-0.0205003285470367,-0.984223073316403
"Nl_55",1.0624856213353,-0.839040166220038,0.703586526117728,0.823818010227331,0.62373110474553,-0.0884654102404855,0.0530972741092625,0.24703752331961,0.0584618233950616,-0.392833720370464
"Nl_56",-0.00722229662159482,-1.05072723540279,1.55345776207766,0.846359374607987,0.782605656896077,-0.346373061370238,1.59940164200307,-0.623660772320981,-0.379865514943224,-1.23331098824838
"Nm_02",-0.825586060965148,0.382609505388697,-1.01908540819426,-1.91009034110798,0.619822619420432,-0.56305932467175,-0.720393727710784,0.515343702315149,1.20727194413475,1.20608414296419
"Nm_05",-0.197613151811251,-0.816801038617137,0.841254274983198,0.817319155347675,0.859505726011371,-0.225079381717258,0.0426114924436746,0.560951232826052,0.435660162121829,-0.672523234342336
"Nm_07",-0.0725943175059009,-1.16473741854079,1.39405904635538,0.846359374607987,0.777439304814067,-0.297605651073701,1.39805404136537,-0.556870608641466,-0.357274753121186,-1.12930823586669
"Nm_09",0.717672655374296,-0.184810799814238,0.763189763629494,0.832321461465044,0.674318090131799,-0.121525364641751,0.00582641486144185,0.323603505089444,0.0107144797652279,-0.337319113571737
"Nm_201",1.79768001958647,-0.411413537959133,1.77480552514403,0.846171811802751,0.959301260603408,-0.662504620273851,1.75251217586006,-1.14102043052951,-1.03103123527268,-1.26646919038303
"Nm_202",-0.346681837757417,0.24054628214413,-0.42088185407238,0.706180491390914,-0.0591330723198774,-0.146095274849364,-0.451229011532576,0.356088923469815,0.412188415407725,0.451105865166454
"Oh_01",-0.221815293004359,1.61172268238552,0.0343717354666196,0.749128749387967,-0.267201539920295,-0.716743503899496,-0.597051391722863,0.346740584428765,0.194689933816785,0.726642665767331
"Oh_02",-0.107360609000902,0.0767024364574692,0.960371565822255,0.822375196184476,0.500225704348551,-0.128862657991115,-0.113145335304201,0.377115511838625,-0.201719308944014,-0.426955687790775
"Oh_03",-0.746205925007851,-0.642208309199341,-1.01963116298538,-1.12381996377058,0.83103448141262,-0.618048185480655,-0.931937989089911,0.479486281364329,0.914020404798303,1.36929488443978
"Oh_04",-0.827515087310888,0.122295937169488,-1.07593637599984,-1.06530338887191,-2.06422183317183,-0.45700037316651,1.28941458891792,-2.36321471964434,-2.02936709892743,1.47690764234522
"Oh_07",-0.827792917258895,-0.990415906415359,-1.11985621845201,-1.34133059894297,-0.757571383161573,-0.880528376802642,-1.26881191527852,0.748899720778392,1.31041800458696,1.84667176686202
"Oh_10",-0.345672450779314,1.30792499361763,-0.545952336880975,-1.09908855446115,0.595783812232929,-0.354013203882192,-0.697454055372567,0.525142837444519,0.707887404513152,1.04202559536457
"Oh_12",-0.825501855437923,-1.50450453636937,-1.07145955419172,-1.40964936914137,-2.01500294489939,0.318235947273619,1.73923567712589,-2.61169125160902,-2.09541573939271,0.0900051468403029
"Ol_03",-0.427621175009212,3.3148213142421,-0.566124315466727,-0.695811911360698,0.408550631779014,-0.413121192557536,-0.71632956064574,0.369541659256633,0.495008272119485,1.10929480926868
"Ol_06",-0.50727401886744,0.647229609712834,-0.6608984583107,0.133606519135855,0.803853234208731,3.42982692285668,-2.06039260652658,1.41087285092664,-0.189834260006394,-1.28042374909219
"Ol_11",-0.510586172416193,-1.36029041205961,-0.831234528987525,-0.0669431226535432,-0.355460584863192,-0.808028094522135,0.318919939110892,0.157391878387774,1.46040762295649,0.436648389913365
