"","pop_500m","distance_water","impervious_surface","light","noise","open_green","temp_cooldown","temp_day","temp_night","tree_cover"
"be19",-0.550335538072882,-0.850435466831452,0.27505720663306,0.509908209355177,0.872391301834192,-0.54979594732712,0.150575097354053,-0.391649944362693,-0.727485902712643,0.518297121554917
"be25",-0.0817214323670987,-1.15619503307905,0.159240294524515,0.470508119516905,0.929304195245302,-0.113149177606769,0.174246118718354,0.0608276977215039,0.0908733620240737,-0.117625476010775
"be2",-0.900632402895889,0.704645539227915,-1.40696265319246,-0.134265488196367,-0.902920686328499,-0.650149196132882,-1.28905315001151,0.932607746003475,1.71663592477374,2.29002555540176
"be16",-0.68732328422826,1.92289555094642,-0.0419277952679443,0.363457465188191,1.33327959391354,-0.0698212534984354,-0.433179361900277,0.391841173990149,-0.329998683439157,0.619681961677391
"be20",1.13695436892039,-0.256597429686351,1.24737423789526,0.534660406471193,0.207603795883854,-0.650975405445353,1.13301394538208,-0.429600612827574,0.0370049266118877,-0.794552944097989
"be21",-0.638198370257889,-0.819682234866314,-0.631295922801293,0.533967937426084,0.295999727777592,1.31006324002566,-0.881579465719351,1.33528551156571,1.23617095781337,-0.487463577781216
"be23",2.62840623895792,2.18729633269177,1.33740868402696,0.534660406471193,0.346321968379874,-0.560766376080602,1.33617536441205,-1.23257013116954,-0.766500018633868,-1.10885789562703
"be27",-0.11386405851688,1.44297677881509,0.636117298181458,0.505121291034615,0.69524754646947,-0.497814857983583,0.406038262368585,-0.301021752327163,-0.309264772983582,-0.226473555724544
"be10",1.87645894561548,0.513951172571521,1.33746297535801,0.510363602421588,0.353673624490956,-0.65284037042866,1.44369778570081,-1.41471652966889,-0.762470640758301,-1.02524987211658
"be13",-0.905681778104922,-1.44084244917315,-1.42538256558851,-3.4261053441364,-2.9487050870757,-0.372098795234224,-0.320277681831117,0.615284755843451,1.65642869740563,0.838287159181176
"be14",-0.868798310287036,0.426096433902612,-1.15826345098108,0.343214288303657,-1.64384982167851,1.86152322131921,0.292442954872688,-1.92981976279425,-2.60952642100527,-0.120915822297508
"be12",-0.0116544696612027,0.391279154016915,0.24825829711516,0.498182192746,0.12459522930443,-0.221479188507349,0.537501747433908,-0.653318747824147,-0.412099619665837,-0.226333896964655
"be22",1.25411807822521,-0.531448576714467,1.32219963389268,0.530926673677947,0.0753813425794894,-0.649713492926425,1.15685022385411,-1.1545840061059,-0.713271665685134,-1.00490342083596
"be11",-0.199072504317282,-1.11986560635962,0.164643453627299,0.496826690294597,0.485241217716796,-0.105136079492109,0.366153596973612,-0.206765443196815,0.0958962549212641,-0.293319565976342
"be30",-0.433548462395452,-0.0175021094934639,-0.222617114807414,0.472460458377081,-0.598884562755413,0.725012198205257,0.0269524665775433,-0.583019191140235,-1.16338290675815,-0.125764419305663
"be17",-0.908321918382598,1.656540767506,-1.41802966266336,-1.08235828073181,0.018230941936302,3.47676283329633,-2.57630662332647,1.98407839799801,-0.936806624523274,-1.36821299790312
"be15",-0.873155271886209,1.01967367699754,-1.16791206131998,0.14334651512706,1.01206878267549,2.21542042910883,-1.66417935761219,1.6494701865364,-0.235372973915382,-0.674795369687172
"be9",-0.90638254811263,-0.642463815829215,-1.40966820672169,-0.466248960299929,-1.38643519036481,-0.543291113922359,-0.911604943738969,0.662649897153057,1.49357676693193,1.84529039168199
"be29",-0.115637564828481,1.01049024136682,0.355097438459536,0.48168190297911,0.229458449383293,-0.439835726152193,0.263350024742039,-0.150594557252548,-0.206368667684209,0.202845298090081
"be18",-0.755568319577674,0.457290327510939,0.00570976892603397,0.343732995382447,0.726456605359031,0.182741619284082,-0.607980330363397,1.17244124867858,0.319326973945129,0.274463584994457
"be28",-0.907820721013722,-0.835387541212276,-1.39323483628194,-2.24633641507895,-0.532975209052071,-0.564910707036444,-1.08498642447007,0.731717598195671,1.50551874823168,2.09296693933444
"be26",0.523792092292702,-1.12196134938232,0.61574939746866,0.531455051910304,0.290689363700065,-0.205040118408627,0.521365635000851,-0.128914792539341,0.238537433212196,-0.62728014563912
"be3",-0.861212302128254,-1.02895754477692,-0.823975054706675,-1.52061220838246,-1.81936323567363,-0.0791449832262619,-1.05477933544873,1.17687941706236,0.850706582756137,1.06039618457763
"be5",0.936763717846286,0.44664926765662,0.970487956159923,0.518574025328943,1.16901093322286,-0.588108061281687,0.711674598281328,-0.384067598961275,-0.0545016539380268,-0.674234624134403
"be6",0.41955156660925,-0.691506813166093,0.567560705599112,0.505237144891484,0.567823777435104,-0.523869820627731,0.455771050503409,0.0854411188348626,0.38664830650303,-0.256444363097625
"be7",1.67775329021629,-0.446540624980613,1.29909829328031,0.534643852457748,0.0714890119766259,-0.633793871395898,1.27144671603288,-1.11194347843487,-0.512559829563375,-0.939105860274778
"be8",-0.188577434954629,-0.659409612877605,1.1094306191298,0.520203627594409,0.688636394484878,-0.651869198059782,0.432382725718316,0.267493236109315,0.188107462625842,-0.58878245246283
"be24",1.23889011646343,-0.37687250338769,0.698706637891886,0.533627564307941,0.482224362803329,-0.0183282874440346,1.14115472874489,-1.63874087047731,-1.30463127572716,-0.784030651276495
"be4",-0.785181723157971,-0.184116531393556,-1.25033357383732,-1.54083372443774,-1.14199437364385,-0.429591513020829,-0.996866368249435,0.64530943339002,1.22880925923747,1.70209271471995
