"","pop_2km","distance_water","impervious_surface","light","noise","open_green","temp_cooldown","temp_day","temp_night","tree_cover"
"be19",11389.8286868176,501.676816641566,51.1162501185773,254.11755656047,62.4445652559579,0.0889252536896482,-0.600350328238614,25.4421069708215,14.2739742290543,35.1034467191581
"be25",18118.6094450882,396.57479726983,44.4497812261992,251.423577048562,60.0726455067904,0.111249105354245,-0.609036237714393,25.9313226909729,15.2610159878525,32.3239037089371
"be2",4181.34623240936,897.175104855268,9.22938008675209,226.129705575796,46.7940620422363,0.024176541235871,-0.746240864961575,27.0743331322303,16.6306762548593,68.1223183069474
"be16",6933.13402605256,1197.09313300863,40.9616964013008,244.961028158914,64.1716748959849,0.255497990791768,-0.6844605915716,26.8544862739212,14.2550818750549,32.9143684897961
"be20",52685.5271532012,436.897654165873,78.6823718931617,254.997665033108,57.6438796624905,0.0397807283826717,-0.440443897247314,23.2549115436833,14.1799144419228,12.3548335470804
"be21",11829.8633716725,725.998700823103,59.7383858211457,254.921621332724,58.2798088921441,0.181116336473712,-0.606471638830881,26.9469901998207,15.5844224647239,18.3673889775756
"be23",71727.3655417195,1401.72504622561,73.5873382103625,255,57.7219173218393,0.0825694783160529,-0.475377332286786,22.9279652997322,13.6531464291103,12.5086712280506
"be27",16481.3123719618,982.738299424913,63.0507487487793,253.954375949436,59.5142419772678,0.0595429004397657,-0.571529346042209,25.3031618330214,14.5204480361938,23.175907796224
"be10",78522.2157419786,847.045503504136,78.7326851911086,254.229386191955,56.9582954039548,0.0199370312922818,-0.431339703301057,21.6766850170605,13.2787258076795,12.0033745128203
"be13",300.630987671373,109.476638912537,0.818961435842082,131.383677230598,23.5141644156659,0.121189124148744,-0.476710297128697,22.1644887479476,15.6536149039787,33.7757774017018
"be14",8534.98425562737,958.543684985756,17.4241911482416,241.875661439,28.4992436941157,0.541345468212886,-0.391199887375147,15.1658669940674,8.32643136662014,23.9591336750852
"be12",25175.3783624822,646.767978668213,49.2988405877894,253.500414848328,54.5569538636641,0.10095007726076,-0.556503851305355,24.3487819758329,14.3471461046826,29.3253161690452
"be22",47277.2830017719,725.115581709085,64.7708067353239,254.844778867112,55.2246007427727,0.0655399289980684,-0.533766810427007,24.3339025654744,14.4973623728015,19.7673773028187
"be11",22544.7157617188,450.407336883545,47.7264309120178,253.240089797974,55.5138836288452,0.126791707873344,-0.58598117351532,25.4536594390869,14.9602514982224,28.1986152458191
"be30",15721.7484328497,699.996474856422,27.4703813348498,249.531037939162,34.738321181706,0.511426922891821,-0.458129736426331,18.5260121640705,10.1275759503955,17.0334769680386
"be17",1964.30729456763,1284.22299363026,8.37308004273841,208.640242993532,49.4056987858298,0.848414042187696,-0.81979810532613,26.8791434992498,12.1621101896967,5.81088506576404
"be15",8334.03634145309,976.844076351244,17.6443887924661,228.095940492591,62.4743628599206,0.40102632511027,-0.752199941143698,28.080438730668,15.0744869076476,30.8894985646618
"be9",1471.15386185823,440.03174689964,2.12593222988976,208.03543860824,40.7692030624107,0.0434446176427796,-0.690839809676011,26.5173172332622,17.0529459317525,58.5993912661517
"be29",23506.7938171663,1111.66659117824,53.9447381032538,252.73608695328,52.2066008106076,0.0838851693225392,-0.549156983378786,23.9509393683386,13.8153588825761,32.5138621006616
"be18",5847.67723421664,890.973946566195,45.2009323120117,248.655472296637,60.1815957765321,0.219628581082499,-0.700139488722827,27.7092577238341,14.580039070748,33.4197178608662
"be28",33.8895542240944,355.826091862526,0.820864124458377,145.608201419606,44.7442819451084,0.0115637901031702,-0.718449320362396,26.7917004112436,17.3623833936803,69.527170020993
"be26",38152.6286272321,354.305520945582,68.0345472890168,254.454997321068,58.7141445704869,0.101809270753355,-0.539352074338885,25.010931870033,14.7252234942807,14.2400562915896
"be3",2167.45041956837,419.288753043473,13.3437785196089,175.198631321143,32.7692692614249,0.0831852348614063,-0.641917049345388,23.8574398006249,14.1206026810866,59.4559089867777
"be5",34524.4055407072,647.010899915193,59.9398063860442,254.238584337736,65.8274371096962,0.114803009911587,-0.569014014068403,24.9960414986861,14.3437812253049,20.6252112539191
"be6",21253.4143207645,287.548788023389,42.6830598815414,254.09452195601,61.5598667081723,0.106805293736133,-0.601410161118862,25.9164593042421,15.4645645519919,30.7885442686475
"be7",72496.7770696272,456.238874468887,82.9218808224327,254.970070086027,55.7760959257159,0.0299806387384275,-0.414545610024218,22.0929850360803,13.6653081826996,7.25202893792537
"be8",32926.2687294408,420.266053209807,71.9686553553531,254.185958541067,59.869773121884,0.0672828826857241,-0.522823847124451,24.9899803763942,14.5836579975329,14.9931641729254
"be24",78856.9012957317,659.063718618998,78.6834975824123,254.880776456507,58.1014388293755,0.0494508292071703,-0.403547804530074,20.2657551090892,12.3322712968035,10.9145502927827
"be4",4304.02170654297,392.960985488892,6.9699331176281,184.196268463135,42.3880815696716,0.0747298406250775,-0.664060052335262,25.9940389823914,16.6427299976349,51.4766551208496
